model,emscad_test_f1,emscad_test_precision,emscad_test_recall,threshold,openbay_recall,openbay_mean_prob,openbay_median_prob
distilbert,0.8231292517006803,0.8013245033112583,0.8461538461538461,0.1,0.4041,0.25482726097106934,0.044789984822273254
