model,emscad_test_f1,emscad_test_precision,emscad_test_recall,openbay_recall,openbay_mean_prob,openbay_median_prob,vocab_size,pmi_window_size,pmi_threshold,residual_alpha,threshold
textgcn_word_pmi_pool,0.7516778523489933,0.7225806451612903,0.7832167832167832,0.9957,0.6653936505317688,0.6655627489089966,40000,20,0.0,0.7,0.5
