model,emscad_test_f1,emscad_test_precision,emscad_test_recall,openbay_recall,openbay_mean_prob,openbay_median_prob,vocab_size,threshold
textgcn_improved,0.8248175182481752,0.8625954198473282,0.7902097902097902,0.9848,0.8459382057189941,0.8928636908531189,40000,0.45999999999999996
