model,emscad_test_f1,emscad_test_precision,emscad_test_recall,openbay_recall,openbay_mean_prob,openbay_median_prob,threshold
bilstm,0.7157894736842105,0.7183098591549296,0.7132867132867133,0.284,0.3101004660129547,0.021114878356456757,0.62
