model,emscad_test_f1,emscad_test_precision,emscad_test_recall,openbay_recall,openbay_mean_prob,openbay_median_prob,threshold
random_forest,0.6869300911854104,0.6075268817204301,0.7902097902097902,1.0,0.45029175000000005,0.4525,0.2
